,HIP,Vmag,RA,DE,Plx,pmRA,pmDE,e_Plx,B-V
1432,59486,8.74,182.998209,23.09325,22.75,-250.14,-29.24,1.16,0.7859999999999999
1433,59519,9.96,183.095439,-6.358834,22.94,-288.18,-315.64,1.63,0.993
1434,59533,9.16,183.121824,-66.00767900000001,22.82,-172.52,-54.29,1.02,0.846
1435,59559,10.93,183.216406,-7.03844,24.69,-191.1,-33.36,5.21,1.431
1436,59608,5.85,183.35831000000002,10.262360000000001,20.18,-94.48,-7.95,0.72,0.262
1437,59655,8.71,183.515446,4.995819,21.94,-244.7,-103.72,1.22,0.81
1438,59767,6.27,183.836129,87.699989,21.48,-27.15,51.95,0.54,0.34600000000000003
1439,59772,9.5,183.847484,37.46349,24.53,-82.89,-93.93,1.39,0.902
1440,59827,8.64,184.02723799999998,40.659675,21.41,22.65,-12.7,8.44,0.624
1441,59901,9.11,184.284976,-57.70243000000001,21.75,-67.81,-49.81,1.27,0.835
1442,59904,9.39,184.30991,39.827511,24.26,61.41,-137.89,1.46,0.9570000000000001
1443,59914,9.37,184.350187,-21.058004,22.88,-110.95,-162.14,2.38,0.955
1444,59926,6.81,184.38377,-48.925489,23.68,-263.57,-39.56,0.85,0.574
1445,60016,8.76,184.623538,-42.427188,21.99,20.25,-114.76,1.11,0.841
1446,60024,8.41,184.650449,-44.145036,22.28,42.83,-26.41,1.19,0.685
1447,60028,9.41,184.658374,-51.490787,21.81,-46.22,68.2,1.52,0.986
1448,60048,7.95,184.72509399999998,-40.127673,22.88,108.83,-63.32,0.96,0.606
1449,60098,6.38,184.87358799999998,28.157221999999997,20.12,-202.47,-125.69,0.77,0.523
1450,60170,5.52,185.082167,26.619751,20.78,-66.7,-110.4,0.69,1.091
1451,60186,11.62,185.139621,31.134632,21.26,5.72,-29.25,3.1,1.594
1452,60230,7.31,185.264734,25.031315,20.05,-226.04,140.68,0.84,0.88
1453,60268,8.23,185.368748,61.747888,24.27,-300.6,-262.21,0.79,0.622
1454,60325,9.97,185.536685,11.56858,22.37,-159.94,-43.68,1.56,1.04
1455,60331,7.97,185.552735,73.248035,23.16,-455.36,184.36,0.67,0.7440000000000001
1456,60346,9.54,185.598735,32.612658,24.9,109.02,-293.95,1.43,0.94
1457,60422,12.0,185.834877,-35.051023,20.18,-221.4,-15.44,3.39,1.415
1458,60433,10.02,185.862919,20.291035,22.31,-408.5,-86.59,1.54,1.07
1459,60438,10.84,185.867843,-23.161401,22.67,-69.84,17.29,2.09,1.527
1460,60462,9.42,185.928251,-30.776534,24.35,-259.73,202.62,1.55,0.84
1461,60497,7.75,186.04230900000002,-57.918214,20.05,48.23,-35.26,0.88,0.557
1462,60501,10.7,186.049948,3.930971,21.36,-12.08,-132.78,1.99,1.577
1463,60541,7.97,186.16420300000001,5.035516,20.97,-33.46,-265.47,0.94,0.578
1464,60588,7.38,186.270687,60.697368999999995,23.54,144.12,-6.2,0.72,0.569
1465,60601,6.29,186.323426,-65.769612,20.87,-63.26,-99.22,0.66,0.965
1466,60614,11.59,186.346273,37.724755,24.09,-53.76,-193.24,2.5,
1467,60633,10.05,186.395993,21.832716,24.07,-84.88,-167.19,1.5,1.13
1468,60642,10.07,186.43143600000002,-25.767798000000003,20.14,-121.18,73.23,1.64,0.97
1469,60652,9.65,186.472777,62.182099,22.65,-327.48,83.31,1.17,0.924
1470,60764,10.56,186.831979,75.40353499999999,23.99,-224.29,123.11,1.37,1.2
1471,60825,7.43,187.011226,-68.732219,20.53,-0.61,-153.72,0.63,0.467
1472,60829,8.31,187.017605,-15.651789,21.67,-271.86,-135.19,0.93,0.71
1473,60832,8.12,187.020613,44.791804,23.61,-178.89,-2.23,3.71,0.68
1474,60845,6.82,187.06996,-61.765322999999995,20.59,75.28,-158.89,1.19,0.67
1475,60870,6.15,187.140998,-56.407266,23.68,-232.75,-226.3,0.72,0.92
1476,60953,11.36,187.416856,-0.162197,20.25,-232.92,-154.03,2.62,1.0290000000000001
1477,60988,6.21,187.512932,51.53557,22.15,-293.08,25.33,0.67,0.536
1478,61043,11.0,187.661527,20.369659,22.52,-97.13,-138.98,1.98,1.57
1479,61044,7.91,187.675398,50.974996999999995,21.02,-224.27,-188.74,0.79,0.6970000000000001
1480,61072,7.33,187.753044,31.42377,22.73,8.76,26.27,0.81,0.534
1481,61198,9.17,188.114537,28.084914,22.8,-80.07,-120.06,1.21,0.841
1482,61224,10.12,188.188245,-8.64894,22.52,132.62,-168.81,1.59,1.0
1483,61276,10.05,188.360877,40.40417,22.77,-179.0,17.33,1.62,1.002
1484,61289,10.71,188.383671,23.835117,20.08,-412.21,-54.82,2.01,1.19
1485,61293,7.5,188.391569,72.479196,20.83,90.3,-36.35,0.63,0.5710000000000001
1486,61296,5.58,188.392788,-12.830328,20.58,-16.99,51.63,0.8,0.861
1487,61323,8.36,188.454156,-23.515465,20.53,100.47,-117.22,1.12,0.563
1488,61359,2.65,188.596809,-23.396623,23.34,0.86,-56.0,0.8,0.893
1489,61385,8.75,188.685574,15.807747,24.01,-9.54,-193.17,1.13,0.84
1490,61443,6.22,188.874108,-61.841398,21.58,-270.92,-73.27,0.61,0.731
1491,61505,7.89,189.027908,-42.852152000000004,21.23,-142.96,-60.21,0.98,0.6659999999999999
1492,61522,9.18,189.07218999999998,77.552044,20.28,280.38,-263.86,0.93,0.76
1493,61527,10.38,189.08437800000002,9.384703,20.1,-120.59,-10.61,2.12,0.97
1494,61578,6.95,189.278074,-2.321749,21.48,155.46,-145.78,0.86,0.484
1495,61622,3.85,189.426366,-48.541288,24.77,-186.61,-6.45,0.69,0.049
1496,61687,8.52,189.683677,-5.3274040000000005,23.22,312.97,-111.42,2.76,0.894
1497,61739,8.99,189.810781,29.235991,23.82,151.39,-230.37,1.09,0.865
1498,61743,8.9,189.815809,-32.725918,21.66,-41.98,-66.19,1.33,0.893
1499,61750,10.98,189.82218400000002,54.457749,21.68,4.42,-13.28,1.95,0.982
1500,61775,9.05,189.913046,-37.286287,21.63,-271.02,-266.39,2.74,1.053
1501,61811,7.88,190.017371,68.802369,22.25,-438.45,30.61,0.68,0.61
1502,61816,8.94,190.028801,20.810012,20.81,201.69,-368.5,1.63,0.816
1503,61907,9.34,190.302193,-47.660053999999995,21.84,-69.87,-200.82,1.36,0.882
1504,61986,9.28,190.54476200000002,26.360812,24.34,-3.7,71.24,2.48,1.071
1505,62039,7.83,190.747723,-4.048894000000001,21.51,-219.44,-179.7,0.84,0.675
1506,62118,9.47,190.96805700000002,-32.050913,21.0,-73.69,-197.35,1.23,0.8190000000000001
1507,62124,8.78,190.977569,34.343951000000004,22.9,-355.2,-96.44,1.65,0.8390000000000001
1508,62160,10.62,191.093167,-3.001445,21.52,62.39,-167.41,1.84,1.278
1509,62175,8.01,191.121771,58.690863,22.1,-213.11,27.99,0.81,0.662
1510,62277,7.13,191.42851299999998,-50.179660999999996,20.35,-248.85,-86.8,0.83,0.445
1511,62304,8.05,191.504124,-9.312880999999999,21.42,311.63,-219.22,1.1,0.654
1512,62325,5.65,191.593248,9.54079,22.36,278.73,-455.04,1.0,0.9890000000000001
1513,62349,6.83,191.636549,24.145576000000002,22.98,-114.2,-216.47,0.85,0.54
1514,62454,11.38,191.994475,22.941625,24.14,-46.76,-99.71,2.4,1.567
1515,62636,6.99,192.522044,-7.632229,20.64,-239.76,10.81,0.9,0.43200000000000005
1516,62739,9.11,192.833103,28.857968,21.75,-150.81,-190.54,1.4,0.84
1517,62744,9.44,192.846111,-48.102521,20.23,-17.87,-7.14,1.55,0.841
1518,62772,10.51,192.946703,22.544295,23.19,34.32,2.03,1.84,1.3259999999999998
1519,62809,8.48,193.05155,-56.573907999999996,22.09,-687.39,-219.85,1.07,0.616
1520,62896,4.25,193.35894199999998,-40.178819,21.03,69.64,-21.83,0.78,0.22399999999999998
1521,62904,6.42,193.38416899999999,19.481491000000002,22.71,-150.31,-176.84,0.9,0.805
1522,62921,8.53,193.424551,-13.645072,20.29,105.48,56.49,1.27,0.6579999999999999
1523,62925,7.69,193.427841,-27.404193,20.9,-32.72,-40.24,0.9,0.52
1524,62979,9.88,193.568319,-25.534432000000002,20.57,69.31,-2.59,1.36,0.915
1525,63023,10.41,193.73408600000002,-6.338176,24.08,-298.58,-174.93,1.66,1.186
1526,63048,7.8,193.78446599999998,27.766536,23.84,-10.51,-72.95,1.0,0.665
1527,63181,10.05,194.163245,36.865891999999995,24.99,61.67,11.22,1.55,1.06
1528,63317,8.67,194.633615,38.278872,22.5,-129.3,-44.15,1.45,0.738
1529,63404,9.41,194.887102,-38.220045,22.66,-93.25,-58.51,1.44,1.104
1530,63419,8.7,194.93958700000002,-4.430212,24.67,14.5,-27.54,1.05,0.779
1531,63490,6.01,195.13628799999998,-33.505092,24.98,-74.19,-71.81,0.94,0.386
1532,63497,6.2,195.1619,18.372865,24.49,-234.6,59.27,0.78,0.466
1533,63506,11.36,195.19111,42.212214,24.13,-397.59,26.02,2.36,1.577
1534,63530,7.56,195.277965,-33.480028999999995,22.44,108.66,-42.02,0.91,0.569
1535,63652,10.43,195.68553799999998,-55.679811,21.85,-3.52,8.44,20.95,
1536,63661,11.53,195.71479,-2.6740470000000003,22.31,-314.46,35.53,2.92,
1537,63862,8.33,196.320546,-50.856606,22.11,-134.58,-3.92,1.15,0.6779999999999999
1538,63905,8.37,196.442846,-18.825825,21.98,-106.4,-12.28,1.13,0.6920000000000001
1539,63948,6.0,196.588679,21.15351,20.03,-69.06,-46.54,1.35,0.39299999999999996
1540,64006,7.31,196.73530300000002,-34.121733,20.66,-224.58,-80.27,0.95,0.469
1541,64058,8.75,196.919545,-50.350865,22.58,-229.47,-61.02,1.3,0.746
1542,64076,8.5,196.972548,62.983107,20.75,-36.62,11.7,0.75,0.634
1543,64091,8.76,197.011951,-77.309814,23.7,46.98,-67.75,1.22,1.035
1544,64131,8.56,197.160563,29.383406,20.43,208.05,-80.15,1.09,0.606
1545,64185,9.82,197.31833400000002,58.575828,23.84,-221.13,-253.12,1.15,1.099
1546,64390,5.92,197.96409,-69.94202,22.67,35.02,1.26,0.59,0.415
1547,64426,7.3,198.083747,17.517128,24.65,-582.69,-1.98,1.44,0.525
1548,64443,9.76,198.126655,-34.753965,21.3,-244.24,-274.78,2.53,0.748
1549,64499,8.28,198.305926,-5.023438,20.23,235.81,-89.76,1.21,0.735
1550,64573,8.18,198.539143,-16.558386,21.74,135.96,-141.09,2.08,0.8170000000000001
1551,64688,8.06,198.878093,-8.055301,22.7,43.81,57.56,0.96,0.705
1552,64706,9.31,198.93081999999998,11.896257,21.78,-138.56,148.02,4.44,0.865
1553,64726,8.39,198.996927,4.646745,20.58,-135.91,27.07,0.96,0.616
1554,64747,8.29,199.046074,35.886289,22.39,267.61,-172.92,0.98,0.64
1555,64761,8.24,199.08279299999998,27.735291999999998,22.69,72.57,-364.89,1.11,0.7170000000000001
1556,64804,8.06,199.223455,-34.598392,22.67,-103.74,-21.74,1.57,0.74
1557,64861,9.68,199.424543,84.715661,21.71,274.12,-79.18,0.91,0.872
1558,64934,9.43,199.651528,-57.454269,24.54,4.54,50.14,1.78,0.907
1559,64962,2.99,199.730222,-23.171412,24.69,68.41,-41.09,0.7,0.92
1560,65036,7.43,199.963697,-70.854947,23.05,-391.81,-30.94,0.7,0.742
1561,65100,8.54,200.12586399999998,-66.533484,21.87,-48.69,-107.36,1.02,0.667
1562,65116,8.37,200.163744,-14.772378,24.36,35.0,-10.63,1.23,0.645
1563,65135,6.51,200.21303400000002,43.990119,20.6,-147.44,27.59,0.84,0.424
1564,65363,7.86,200.93644,19.091242,20.59,24.95,-18.34,0.93,0.5760000000000001
1565,65385,12.42,201.000862,-52.890522,20.85,-13.43,-7.55,5.21,
1566,65429,7.24,201.161273,83.30829,21.62,24.58,92.58,0.56,0.7
1567,65485,9.31,201.32249299999998,42.699479,20.54,27.55,-65.58,1.13,0.777
1568,65518,8.26,201.450508,44.493971,20.4,10.63,-23.7,1.53,0.721
1569,65626,9.64,201.825416,-39.952366999999995,21.3,-17.57,-182.51,1.37,0.9359999999999999
1570,65706,11.21,202.074522,30.046561999999998,20.74,-184.85,-185.24,1.97,1.577
1571,65708,7.44,202.077407,-0.839203,21.79,224.05,-405.85,0.9,0.6509999999999999
1572,65740,11.8,202.13679399999998,-23.09817,21.76,236.92,-125.67,4.98,
1573,65775,7.64,202.26411299999998,42.238306,25.0,-129.9,-16.73,0.87,0.594
1574,65937,9.7,202.752265,36.441071,24.41,-130.36,-11.51,8.11,1.03
1575,65935,9.61,202.755562,42.983494,24.06,-236.92,-63.28,4.94,0.902
1576,65956,9.95,202.843312,-18.0667,24.22,-130.62,-44.15,1.78,1.07
1577,65963,8.87,202.870149,-8.00707,21.41,-254.17,-111.62,1.2,0.721
1578,65971,8.07,202.890889,58.952867000000005,22.19,-44.99,18.6,0.72,0.585
1579,66032,9.17,203.067678,-47.418356,24.81,-146.64,-76.65,1.55,0.889
1580,66060,6.45,203.143831,-29.565282,21.17,-77.97,7.92,0.86,0.43799999999999994
1581,66072,9.64,203.174063,22.502019,21.55,-132.7,-71.52,1.95,1.03
1582,66209,8.45,203.554963,-47.243924,22.34,87.99,74.0,1.19,0.649
1583,66257,4.91,203.69894299999999,37.182439,22.46,84.7,-9.81,0.62,0.40399999999999997
1584,66262,10.19,203.708691,47.376249,22.61,-336.65,-17.39,1.47,1.165
1585,66267,9.8,203.727561,74.500449,22.27,-438.04,-20.34,1.34,1.29
1586,66287,8.81,203.78838000000002,24.806561,20.0,-37.38,33.95,1.07,0.705
1587,66290,6.91,203.798228,22.499418,22.79,-248.35,128.08,0.86,0.466
1588,66309,9.48,203.848125,62.908023,22.98,-364.42,39.61,0.98,1.0590000000000002
1589,66315,10.85,203.869844,46.559945,24.02,465.55,-558.6,3.49,1.0390000000000001
1590,66322,7.11,203.882218,-22.024465,20.14,-130.3,-36.89,0.92,0.483
1591,66367,7.05,204.061575,-0.930859,20.25,-221.86,-53.74,0.92,0.531
1592,66441,10.64,204.307985,30.087169,20.7,-151.98,34.59,10.56,0.8540000000000001
1593,66487,9.33,204.454651,-35.449069,21.47,-40.88,74.09,1.33,0.958
1594,66514,7.77,204.508845,39.178441,20.97,-225.46,-147.38,1.06,0.698
1595,66530,8.19,204.557435,-23.6892,20.57,-194.67,89.77,0.99,0.652
1596,66563,5.81,204.675525,-29.560679999999998,20.42,-86.56,-77.17,0.8,0.431
1597,66593,10.47,204.757319,35.971897,20.91,39.61,-73.02,1.82,1.1
1598,66712,7.73,205.123528,32.835901,20.19,23.07,-9.31,0.87,0.564
1599,66754,8.46,205.234972,-54.819762,22.95,-73.12,-35.93,1.06,0.6459999999999999
1600,66814,9.14,205.427929,-62.173807999999994,23.62,-310.08,-106.87,1.16,0.9209999999999999
1601,66854,9.15,205.515284,-48.465444,21.59,-172.12,-148.77,1.25,0.78
1602,67027,11.45,206.042296,4.877013,21.06,-450.33,-212.66,2.72,1.31
1603,67031,9.12,206.053845,-8.488297,24.8,-8.84,-8.42,1.12,0.87
1604,67055,9.21,206.12394,-16.854501000000003,22.11,-138.44,30.51,1.28,0.8759999999999999
1605,67086,10.84,206.26001399999998,2.092107,20.49,-21.95,-5.1,3.99,1.4
1606,67109,7.96,206.329419,68.999325,22.67,116.17,52.03,0.7,0.552
1607,67120,8.3,206.34551299999998,11.479297,22.14,39.99,-7.79,1.14,0.657
1608,67126,9.86,206.369966,-58.645146,22.26,-485.88,35.35,1.88,1.112
1609,67152,10.51,206.416337,1.462642,22.94,26.89,-62.54,2.02,1.22
1610,67195,6.51,206.557953,30.897247999999998,22.26,-258.0,-97.33,0.75,0.491
1611,67205,8.66,206.573367,-68.138778,21.42,-262.93,-24.8,1.18,0.784
1612,67203,8.21,206.57340200000002,-30.474443,20.68,35.08,-16.88,1.07,0.612
1613,67285,10.27,206.84852,-6.135476000000001,23.52,-338.9,-575.27,1.7,1.002
1614,67389,6.73,207.17429199999998,-37.127402000000004,21.69,34.47,-5.98,0.81,0.434
1615,67458,7.92,207.363381,-26.349584999999998,23.06,-36.47,-53.68,0.96,0.7090000000000001
1616,67476,10.3,207.41386599999998,34.991199,20.16,-22.22,2.96,7.35,0.657
1617,67493,8.15,207.46357,14.884284,22.86,-212.98,-148.09,1.05,0.594
1618,67501,10.11,207.491959,15.365418,21.24,-104.22,-313.26,1.67,1.02
1619,67594,9.79,207.76191,23.762767,20.94,49.28,-76.4,3.88,1.02
1620,67623,11.0,207.843563,26.326221000000004,20.99,-36.52,-109.06,2.33,1.37
1621,67670,9.57,207.96119299999998,-78.211019,24.59,-11.52,158.7,7.84,1.03
1622,67882,9.01,208.543899,10.248491,20.43,188.85,-210.34,1.46,0.7290000000000001
1623,67934,11.16,208.682961,-20.578926,23.43,29.56,-162.2,2.25,1.305
1624,67967,10.34,208.779355,-8.622671,20.58,-147.17,12.76,2.87,1.091
1625,68076,8.45,209.07486200000002,66.94459499999999,22.52,-138.67,54.99,0.73,0.77
1626,68107,7.68,209.152195,-10.033876,20.43,-235.32,-30.85,1.41,0.541
1627,68134,7.65,209.229206,44.282512,22.47,-23.63,8.18,0.85,0.612
1628,68162,7.54,209.322913,-56.039838,22.54,-250.55,-84.02,0.91,0.593
1629,68165,9.98,209.326268,6.982286,21.33,-250.29,-89.35,1.93,0.88
1630,68342,10.75,209.8412,25.240033,24.23,-529.3,-93.66,2.09,1.4469999999999998
1631,68348,7.39,209.865214,-5.4233769999999994,20.78,55.32,-199.01,0.93,0.493
1632,68374,10.49,209.939883,-26.644445,20.97,192.61,-59.97,3.15,0.995
1633,68434,6.73,210.150481,-26.266032,22.8,-23.33,-157.47,0.78,0.473
1634,68552,9.51,210.499696,-21.133117000000002,20.61,-202.74,-143.21,1.78,0.9259999999999999
1635,68629,10.69,210.71708399999997,-13.625612,20.09,-177.18,136.16,2.76,0.8759999999999999
1636,68689,11.43,210.905984,-10.603966999999999,23.05,-237.83,-60.88,3.08,1.3
1637,68734,8.63,211.047282,37.369398,20.34,17.95,-42.97,1.14,0.741
1638,68783,8.52,211.180145,4.778912999999999,22.97,-47.95,196.37,1.04,0.6729999999999999
1639,68785,6.95,211.19142000000002,25.818013,22.98,6.68,-110.21,0.87,0.484
1640,68792,7.58,211.215761,58.867461,20.94,-178.82,19.41,0.64,0.635
1641,68796,8.21,211.23914399999998,74.573362,22.84,-147.22,90.12,0.68,0.59
1642,68805,8.08,211.29480099999998,-9.048492999999999,20.62,-103.93,-5.34,1.2,0.612
1643,68826,9.97,211.381902,-36.548876,20.71,-24.17,-11.93,9.4,0.307
1644,68889,10.29,211.574387,3.2356990000000003,22.6,-328.27,-4.1,2.9,1.177
1645,68900,10.06,211.60165099999998,-16.212588,22.81,-210.29,-148.19,1.66,1.023
1646,69012,6.45,211.92316200000002,-49.867866,24.74,-37.28,106.39,1.26,0.66
1647,69028,11.17,211.967,19.965895,24.26,-44.6,-115.02,2.51,1.4469999999999998
1648,69109,11.07,212.20921800000002,4.540985,23.4,290.21,-397.73,2.36,1.147
1649,69129,9.25,212.25659500000003,-51.937387,22.06,-324.98,-176.74,1.32,0.875
1650,69201,9.68,212.513542,-61.52021,20.95,-460.09,-644.77,1.65,0.7759999999999999
1651,69220,8.29,212.57330499999998,-44.988956,20.49,26.58,-312.49,1.1,0.69
1652,69224,9.63,212.590409,-44.978553000000005,20.63,37.09,-314.16,1.7,0.897
1653,69230,8.55,212.612167,27.632708,20.58,21.39,-42.07,1.03,0.65
1654,69249,11.23,212.64376600000003,-28.440381,21.02,202.27,-180.55,2.48,1.25
1655,69340,6.42,212.880325,1.362323,21.78,-128.36,31.08,0.85,0.479
1656,69345,10.46,212.892977,26.1954,22.05,-49.79,160.62,1.7,1.16
1657,69483,4.53,213.370625,51.789991,21.03,61.39,-10.57,0.83,0.233
1658,69488,9.15,213.404616,55.369834999999995,23.89,-241.85,-20.37,1.13,0.958
1659,69528,8.09,213.498804,-20.207982,20.78,-219.9,-27.18,1.23,0.561
1660,69564,6.36,213.58953300000002,-5.94792,24.09,-306.24,83.58,1.07,0.593
1661,69569,6.23,213.59818900000002,41.519015,22.4,-22.87,-106.25,0.63,1.071
1662,69653,7.03,213.83128100000002,3.1312349999999998,23.46,-203.7,60.96,1.93,0.57
1663,69699,6.68,213.999533,56.689372,21.01,-2.99,-91.35,0.66,0.58
1664,69709,7.78,214.023329,50.168791999999996,22.15,-300.28,186.07,0.77,0.615
1665,69735,6.38,214.10158700000002,39.744694,20.72,-140.37,6.97,0.63,0.376
1666,69767,11.07,214.17087400000003,67.34610500000001,23.57,-133.14,89.48,2.97,1.3
1667,69783,8.65,214.251984,3.0884270000000003,23.53,138.77,61.48,1.37,0.782
1668,69796,7.29,214.272265,-66.315515,22.05,-391.37,-221.49,0.79,0.59
1669,69860,11.58,214.44951400000002,21.434193,22.77,-70.11,-172.87,3.11,
1670,69896,4.89,214.55821,-81.007601,23.36,-19.95,-65.39,0.5,0.243
1671,69901,8.93,214.594561,-45.904926,22.72,49.46,37.06,2.39,0.92
1672,69982,8.31,214.800084,-60.826011,24.66,-165.75,-31.36,1.05,0.7929999999999999
1673,69999,10.36,214.858987,27.290786999999998,23.61,-23.53,-230.49,1.71,1.08
1674,70035,5.22,214.965432,-61.27275699999999,20.69,-165.01,-88.32,0.63,0.281
1675,70049,10.1,215.034225,-11.05831,23.47,-116.4,-41.86,1.77,0.975
1676,70098,9.51,215.16017000000002,-64.468244,22.45,-193.74,-168.95,1.64,0.873
1677,70103,7.33,215.17673599999998,-52.325781,20.0,42.59,-38.21,0.78,0.43700000000000006
1678,70104,4.78,215.17729599999998,-45.186881,21.95,37.17,-73.61,0.8,0.31
1679,70142,8.9,215.287311,37.401086,23.65,-130.8,-24.85,1.14,0.877
1680,70235,8.13,215.55785099999997,35.648742,20.43,39.31,25.35,1.27,0.59
1681,70252,7.4,215.62052400000002,60.965904,23.48,-9.72,-79.76,0.6,0.609
1682,70253,8.22,215.62399700000003,55.869712,24.37,-233.88,165.22,0.71,0.647
1683,70255,10.34,215.625673,65.58559100000001,20.13,-211.22,269.48,1.21,1.188
1684,70269,6.82,215.66106200000002,-7.767852,22.81,15.61,-133.8,1.89,0.584
1685,70400,5.1,216.04746,5.820115,21.56,-77.91,6.49,0.9,0.124
1686,70426,9.6,216.11306800000003,60.256591,22.2,-202.15,117.98,1.07,1.03
1687,70470,8.36,216.204427,41.275617,24.84,-155.89,-209.6,0.95,0.757
1688,70499,7.11,216.315616,53.585131000000004,23.59,84.58,-74.32,0.61,0.526
1689,70520,7.27,216.37515499999998,20.591571,21.32,132.6,-581.11,0.83,0.581
1690,70608,8.86,216.645076,-18.82006,22.29,-187.86,1.17,1.46,0.84
1691,70677,7.31,216.839479,-14.838632999999998,21.29,-170.02,-60.65,0.99,0.48700000000000004
1692,70714,6.65,216.938827,-13.359292000000002,23.41,-62.34,-22.67,0.87,0.425
1693,70715,10.93,216.938842,23.840659,22.67,-517.3,72.93,2.38,1.238
1694,70755,4.81,217.05091800000002,-2.22795,24.15,-140.94,-2.92,1.0,0.693
1695,70782,7.02,217.130215,2.7887060000000004,24.65,-196.98,52.38,1.0,0.5489999999999999
1696,70831,8.57,217.273977,9.047145,21.45,28.25,-108.05,1.61,0.644
1697,71006,7.97,217.831748,-15.637913000000001,22.85,221.95,-375.28,1.65,0.71
1698,71050,8.21,217.95383900000002,-64.283478,22.86,-116.18,-152.57,1.02,0.637
1699,71053,3.57,217.95774100000003,30.371145000000002,21.92,-100.44,120.22,0.81,1.298
1700,71108,10.65,218.12745099999998,5.7768440000000005,24.95,-85.11,323.25,3.58,1.21
1701,71165,9.74,218.330673,46.884006,22.79,152.79,-137.77,1.12,1.055
1702,71243,6.32,218.54847400000003,32.534463,23.72,106.09,5.69,0.77,0.45
1703,71247,10.78,218.55745499999998,12.582065,21.9,-501.82,202.11,2.09,1.095
1704,71515,8.73,219.388004,-16.540651,24.14,-80.89,-146.14,1.08,0.95
1705,71527,8.97,219.437597,3.33279,21.05,-289.7,-36.44,1.72,0.7290000000000001
1706,71572,8.26,219.56038999999998,14.029236,20.29,-11.04,-153.24,1.3,0.7070000000000001
1707,71813,7.81,220.34328100000002,29.059252,21.22,11.76,-183.5,1.02,0.642
1708,71861,6.21,220.483054,-58.615735,22.58,41.91,-39.05,0.74,0.45399999999999996
1709,71876,6.24,220.51315499999998,61.261988,23.47,75.99,-29.54,0.57,0.409
1710,71899,7.47,220.596534,21.293166,21.91,-105.93,-34.29,0.85,0.5329999999999999
1711,71989,8.22,220.84328599999998,51.917819,20.79,-63.25,118.35,0.7,0.659
1712,72043,7.52,221.04890699999999,18.462467999999998,23.87,-70.97,-151.95,0.85,0.636
1713,72047,6.64,221.057481,-8.252107,24.18,-201.43,74.5,1.38,0.431
1714,72130,7.22,221.31989500000003,65.329892,20.7,-110.62,37.29,0.56,0.495
1715,72131,5.36,221.32186099999998,-62.875453,21.75,70.24,-80.34,0.61,0.308
1716,72217,6.43,221.545482,-21.175715,23.64,-56.02,-103.63,1.07,0.603
1717,72221,7.26,221.56474,9.647389,23.15,73.74,-264.01,1.84,0.624
1718,72235,8.3,221.593417,-33.766127000000004,23.44,93.62,-12.46,1.84,0.71
1719,72315,9.71,221.826435,12.97984,21.04,-189.53,-118.49,1.51,0.9009999999999999
1720,72336,7.46,221.882851,19.05003,20.56,6.52,1.73,0.81,0.509
1721,72469,6.15,222.278875,37.810913,24.39,-253.0,109.62,0.66,0.389
1722,72470,10.64,222.27922599999997,70.526097,21.81,-119.1,120.9,1.45,1.5519999999999998
1723,72479,8.42,222.30709700000003,10.214912,24.21,-139.17,-184.91,1.29,0.866
1724,72487,5.76,222.32781400000002,46.116393,21.34,-7.35,-77.32,0.55,0.48200000000000004
1725,72507,8.52,222.382291,-59.131693999999996,20.07,-131.2,-48.77,1.15,0.648
1726,72573,5.63,222.581781,82.512487,23.08,177.66,-223.33,0.5,0.6709999999999999
1727,72600,7.46,222.658352,-32.466158,22.09,-108.21,-152.91,1.1,0.507
1728,72663,8.47,222.858362,-2.457061,21.93,-8.17,-130.14,1.73,0.6659999999999999
1729,72673,7.16,222.88190600000001,-60.931065000000004,20.94,54.43,113.14,0.88,0.452
1730,72681,8.39,222.906579,15.317297,21.83,-236.41,93.32,1.83,1.3
1731,72726,10.85,223.037894,71.663467,21.76,-868.01,-409.29,1.5,1.5919999999999999
1732,72753,10.27,223.095523,27.316558,22.72,-250.05,-96.49,1.48,1.4469999999999998
1733,72772,6.3,223.13886800000003,-30.577153000000003,24.99,-336.2,-41.34,0.8,0.605
1734,72821,8.15,223.270204,-46.636807,21.63,-61.66,-188.38,1.45,0.6990000000000001
1735,72846,6.41,223.34734300000002,15.705110999999999,20.4,-23.6,23.11,1.43,0.569
1736,72876,10.89,223.426571,-18.344532,24.66,164.74,-15.52,2.07,
1737,72921,6.98,223.54718599999998,-66.419666,23.05,-263.97,-172.75,2.02,0.58
1738,72986,7.15,223.72878599999999,-41.364561,22.23,-136.41,-88.92,0.93,0.506
1739,72998,9.51,223.779977,-9.096476,20.29,-199.83,-343.87,1.51,0.716
1740,73121,9.41,224.169631,21.071138,23.4,-102.51,74.44,1.52,1.035
1741,73139,8.2,224.202813,-20.489849,24.71,-29.05,-56.35,1.04,0.747
1742,73192,11.08,224.38656,31.398534,24.56,-694.6,-1159.8,5.24,1.32
1743,73269,7.66,224.62746,-28.709305999999998,20.41,-100.64,-95.56,0.98,0.5539999999999999
1744,73302,8.8,224.70414900000003,37.233959999999996,22.96,-119.71,53.3,0.96,0.79
1745,73370,10.1,224.909647,-19.640331,24.78,-112.14,-106.4,1.6,1.08
1746,73428,9.84,225.08324199999998,-16.54099,20.55,-32.89,-88.92,1.69,0.89
