,HIP,Vmag,RA,DE,Plx,pmRA,pmDE,e_Plx,B-V
698,22319,6.51,72.115216,2.715138,21.03,4.94,80.79,0.86,0.846
699,22325,5.76,72.135536,-16.329581,24.06,7.09,39.68,0.75,0.537
700,22361,5.96,72.20943,75.941544,21.92,37.56,-133.28,0.57,0.28300000000000003
701,22373,8.95,72.241699,-28.724102000000002,22.5,-96.94,67.7,1.22,0.774
702,22380,8.98,72.26446,18.641338,21.38,82.39,-40.86,1.46,0.833
703,22395,7.88,72.305278,-31.426536,23.28,109.67,-21.01,1.08,0.6759999999999999
704,22496,7.1,72.59945,17.202738,22.96,102.78,-29.7,1.17,0.563
705,22504,8.14,72.637067,-85.375075,23.2,48.4,-38.0,0.66,0.614
706,22505,7.73,72.640679,15.083504000000001,23.64,89.49,-20.65,0.99,0.74
707,22550,6.79,72.802006,11.068047,20.15,87.6,-8.72,1.14,0.5429999999999999
708,22559,9.25,72.819906,32.890231,20.54,-75.46,-261.19,1.47,0.86
709,22607,6.3,72.958017,13.655194,23.91,106.84,-16.0,1.04,0.502
710,22615,8.09,72.987353,66.496225,23.94,60.0,-99.0,0.95,0.77
711,22703,7.1,73.232419,75.710521,22.08,104.6,-174.43,0.98,0.74
712,22772,10.08,73.481566,-20.539502,23.05,-33.24,240.32,2.73,1.271
713,22921,10.02,73.98605500000001,-30.858131,22.95,102.74,-209.62,2.13,1.146
714,22949,6.33,74.064966,24.592253,23.15,-22.3,-14.19,0.88,0.35100000000000003
715,23027,8.6,74.27684,24.752212,22.09,-23.64,-7.62,1.58,0.7140000000000001
716,23100,7.21,74.553955,40.057115,21.04,59.86,-102.59,1.07,0.496
717,23116,6.97,74.608976,-3.733004,20.13,78.36,48.37,1.08,0.516
718,23128,7.94,74.649107,-9.334057000000001,23.13,-33.01,-97.78,0.92,0.581
719,23166,5.65,74.75599100000001,-16.376337,23.17,-121.61,127.52,0.83,0.447
720,23179,4.93,74.814064,37.890482,20.5,46.26,-97.81,0.94,0.037000000000000005
721,23204,7.29,74.902875,25.936064000000002,20.2,-84.39,-88.04,1.01,0.8029999999999999
722,23214,6.75,74.93446,15.916804999999998,23.09,87.21,-29.19,0.83,0.45
723,23287,6.65,75.141364,3.615815,23.33,10.35,-27.39,12.95,-0.053
724,23296,6.31,75.165899,-2.066025,20.17,-12.94,-3.1,0.87,0.293
725,23302,10.84,75.175267,30.897159000000002,24.66,-71.92,-99.37,2.38,1.2429999999999999
726,23317,10.03,75.21658199999999,61.12526999999999,22.01,128.94,-221.17,2.26,1.036
727,23318,7.71,75.225224,77.775504,20.08,-13.5,1.15,0.69,0.56
728,23342,11.98,75.315279,-65.768548,23.98,132.18,322.9,2.39,1.41
729,23396,7.99,75.434431,20.830071,24.38,-65.85,-92.74,1.78,0.74
730,23497,4.62,75.773767,21.590062,20.01,68.94,-40.85,0.91,0.155
731,23575,8.6,76.025879,-0.6487069999999999,20.83,59.94,-143.5,1.22,0.741
732,23627,7.2,76.198001,-11.698502000000001,23.59,74.83,-217.15,0.89,0.618
733,23641,9.27,76.222877,-69.168883,24.02,8.45,-3.85,0.95,0.787
734,23686,9.71,76.366019,-33.812428999999995,21.18,21.72,-125.54,1.66,0.991
735,23694,10.02,76.378138,52.810386,21.85,14.06,-93.63,2.06,1.04
736,23716,7.87,76.479926,-13.913875,21.24,87.61,51.84,1.45,1.0
737,23824,6.8,76.826306,-83.860258,21.01,58.04,147.61,0.64,0.573
738,23869,8.61,76.947985,69.528973,23.54,52.41,-179.7,1.19,0.785
739,24021,7.41,77.441187,7.181553999999999,21.39,51.64,14.61,1.21,0.46399999999999997
740,24037,8.49,77.508801,-7.071173,21.8,-58.49,-241.45,1.22,0.6809999999999999
741,24046,6.97,77.515585,27.556721999999997,24.88,197.69,-88.54,1.06,0.505
742,24109,5.67,77.678629,46.962435,21.64,57.35,-150.22,0.87,0.452
743,24130,6.24,77.741562,-2.253748,20.66,85.61,-150.55,0.84,0.9840000000000001
744,24133,7.61,77.746629,32.038757000000004,21.39,-116.47,21.53,2.18,0.718
745,24157,9.62,77.818783,-56.057261,20.83,169.36,142.02,1.02,0.853
746,24190,9.52,77.903417,-1.855718,20.92,-86.09,20.9,1.67,0.925
747,24292,10.55,78.199742,16.307704,23.35,31.69,-262.46,1.86,1.23
748,24336,7.82,78.354422,3.6870480000000003,21.36,-36.81,22.24,1.34,0.637
749,24340,4.82,78.357215,38.484674,20.08,-18.66,-72.41,1.39,0.18899999999999997
750,24463,10.33,78.743675,44.530703,24.56,17.81,-694.28,14.81,1.06
751,24493,6.15,78.827178,-1.4090610000000001,21.77,-35.52,8.78,0.91,0.401
752,24558,10.5,79.03775300000001,16.942809,21.55,-148.64,-161.3,2.38,1.09
753,24597,8.28,79.146074,-42.514626,21.26,14.9,92.57,0.75,0.66
754,24629,7.47,79.25099300000001,-31.277075,20.13,6.17,160.28,0.74,0.475
755,24655,10.4,79.356732,26.080319,24.03,-19.09,8.27,13.04,0.672
756,24658,6.96,79.364876,60.182001,20.31,-9.75,-132.99,0.76,0.45799999999999996
757,24679,5.48,79.417693,-13.519707999999998,20.69,-7.59,-48.49,0.78,0.932
758,24681,7.31,79.420753,7.353705000000001,22.22,-3.74,-148.69,1.05,0.6609999999999999
759,24720,10.8,79.52574,67.183239,22.57,111.49,-136.13,2.03,1.2
760,24947,7.39,80.158411,-39.754975,21.91,38.93,12.8,0.63,0.51
761,24965,9.15,80.212086,-77.920994,20.59,-100.36,278.66,0.8,0.794
762,25127,9.15,80.67796700000001,13.229192000000001,20.54,15.31,-45.45,1.22,0.706
763,25166,8.15,80.76295,46.986989,24.12,12.74,-84.71,1.17,0.78
764,25222,7.29,80.915213,64.125074,22.66,162.29,-125.43,0.96,0.5379999999999999
765,25300,7.32,81.185074,63.386604000000005,21.83,-125.65,-57.5,1.73,0.7140000000000001
766,25393,9.16,81.47878100000001,61.783064,22.37,199.75,12.82,1.2,1.026
767,25397,5.78,81.499263,-19.695353,23.24,3.43,-19.06,1.39,0.441
768,25414,8.35,81.53086400000001,61.242116,20.64,94.82,-256.28,1.08,0.7
769,25428,1.65,81.572908,28.607872999999998,24.89,23.28,-174.22,0.88,-0.13
770,25441,9.18,81.619289,-63.183381999999995,22.25,-5.42,82.01,0.86,0.879
771,25523,9.58,81.874966,18.846429,21.24,56.36,-346.11,1.57,0.92
772,25559,10.12,81.941051,-28.799632,23.99,-40.53,-176.75,5.1,1.203
773,25606,2.81,82.06136,-20.759232,20.49,-5.03,-85.92,0.85,0.807
774,25670,8.27,82.24658199999999,-17.429057999999998,21.35,-84.6,-74.53,1.09,0.657
775,25679,8.32,82.263636,-19.142765,20.85,8.12,-80.09,1.06,0.7020000000000001
776,25768,5.46,82.539424,-47.077334,22.87,20.84,-131.94,0.57,0.615
777,25795,8.3,82.62625799999999,-37.203067,22.63,173.18,172.23,0.73,0.653
778,25840,6.95,82.74935500000001,-10.080319,23.98,160.27,-316.26,0.86,0.561
779,25843,8.18,82.754931,-28.529096000000003,20.22,-20.82,139.5,0.88,0.583
780,25880,7.54,82.871202,54.655545,24.43,-142.5,-354.0,1.18,0.62
781,25973,6.44,83.140333,57.221617,22.79,112.04,-224.63,0.81,0.5870000000000001
782,26018,8.81,83.27906999999999,20.036282,21.71,-71.0,-296.53,2.45,0.9
783,26067,8.83,83.400674,-51.065735,22.03,2.56,28.68,1.84,0.99
784,26245,6.74,83.861587,-33.269486,20.99,-42.54,105.71,0.85,0.502
785,26269,7.12,83.914743,-81.61194300000001,20.12,-30.56,30.06,0.54,0.496
786,26392,7.09,84.279966,41.828336,22.35,4.28,-32.27,1.2,0.569
787,26412,6.15,84.318722,-27.871199,22.44,20.78,-67.08,0.73,0.322
788,26444,7.64,84.404291,6.112223,21.01,93.4,-89.05,1.2,0.578
789,26460,5.28,84.436013,-28.689794,23.54,-37.99,42.58,0.62,0.486
790,26563,4.77,84.721216,-7.212708,21.24,-15.0,-49.55,2.05,0.139
791,26614,10.25,84.859388,-22.838024,22.71,-23.17,-267.6,1.87,1.111
792,26624,5.99,84.879805,-3.5647089999999997,24.16,-3.88,2.1,0.73,0.294
793,26641,8.91,84.93428,-5.051442,20.28,42.47,297.46,1.25,0.647
794,26664,8.67,85.00707299999999,6.061177,23.32,54.7,-245.76,1.31,0.8270000000000001
795,26688,7.7,85.072965,-19.226679999999998,20.61,-133.3,-195.88,0.89,0.41700000000000004
796,26890,9.64,85.631773,61.312727,22.02,290.89,-130.22,1.55,0.909
797,26933,9.27,85.744584,54.257630000000006,23.49,-146.05,-152.01,1.4,0.8909999999999999
798,26985,8.76,85.885949,-76.768462,22.59,103.27,229.69,0.71,0.7
799,27021,7.1,85.96946899999999,-21.279770000000003,23.15,195.36,13.36,0.82,0.531
800,27100,4.34,86.193413,-65.735541,22.48,-28.38,6.12,0.46,0.217
801,27114,10.76,86.251512,-2.590954,22.07,5.14,-371.0,2.48,1.085
802,27134,9.28,86.30594,-59.924079000000006,20.19,-21.5,120.82,0.81,0.8490000000000001
803,27165,6.85,86.374124,52.161504,21.89,86.98,-178.32,0.88,0.637
804,27253,5.95,86.645661,1.1685379999999999,23.57,-80.05,-141.79,0.92,0.773
805,27371,8.8,86.956396,-40.064093,22.0,-8.5,113.31,0.79,0.71
806,27417,7.8,87.083659,-24.463762,23.48,-30.68,-36.54,0.83,0.5660000000000001
807,27441,8.89,87.153295,-39.932181,22.53,28.0,66.59,0.83,0.857
808,27528,8.46,87.442438,32.973137,24.57,16.02,12.15,1.37,0.721
809,27531,9.86,87.458438,-72.41324200000001,21.26,97.95,299.17,1.1,0.8640000000000001
810,27802,10.39,88.24861800000001,15.170645,20.53,175.68,103.31,2.11,1.4
811,27823,8.59,88.313517,-36.263593,21.06,-92.01,-42.71,0.84,0.696
812,27980,7.65,88.758413,-0.507848,21.41,-102.89,-50.72,1.1,0.629
813,28122,9.48,89.154664,10.551719,23.63,-16.57,10.15,3.2,0.722
814,28193,9.28,89.369979,-37.848405,23.92,-111.65,77.09,0.95,0.965
815,28358,3.72,89.88146,54.28498199999999,23.22,86.31,-134.05,0.91,1.01
816,28393,8.65,89.957026,-48.23985,23.24,-42.27,65.16,1.02,0.887
817,28445,9.41,90.08908000000001,31.430792999999998,21.69,138.66,-299.12,1.73,0.93
818,28452,9.25,90.113105,-60.494131,21.97,11.11,-80.27,0.87,0.8170000000000001
819,28502,9.69,90.255586,32.225488,20.33,29.06,-174.05,1.9,0.9129999999999999
820,28614,4.12,90.595793,9.647368,21.49,14.19,-37.44,0.82,0.17
821,28644,6.23,90.72965500000001,32.636210999999996,20.02,81.47,-211.58,0.86,0.456
822,28734,4.16,91.030069,23.263632,21.64,-2.6,-119.72,1.06,0.835
823,28813,6.72,91.242432,14.388892000000002,24.56,84.66,-188.03,0.85,0.508
824,28869,7.84,91.425335,-61.74860699999999,20.51,-52.32,11.75,0.68,0.595
825,28884,9.42,91.480137,26.55575,23.97,-179.65,-375.57,1.45,0.888
826,28941,9.1,91.624376,-72.511728,22.11,0.5,-384.46,0.81,0.9
827,28987,6.83,91.749374,-46.205575,21.38,-90.93,-25.79,0.55,0.46299999999999997
828,29074,8.02,91.99603,27.428458000000003,22.46,25.89,-94.32,1.12,0.626
829,29083,6.95,92.02683,-15.901156,21.83,-37.74,-33.44,0.88,0.467
830,29242,8.44,92.48517700000001,34.135932000000004,25.0,33.54,-260.18,1.16,0.79
831,29248,8.48,92.503926,17.934769,22.18,210.11,-228.99,1.41,0.67
832,29312,10.87,92.709214,24.093114,20.84,-69.74,-63.21,2.93,
833,29330,8.8,92.76308900000001,-13.800664000000001,23.58,-17.03,-61.67,1.09,0.995
834,29444,8.6,93.05866400000001,-65.534357,23.42,23.02,167.56,6.63,0.54
835,29582,10.37,93.50269399999999,38.841707,20.95,2.67,-259.08,2.67,0.99
836,29644,8.7,93.701386,-19.728276,20.54,-126.48,-239.22,1.08,0.835
837,29725,6.86,93.91273100000001,36.148680999999996,20.7,-58.49,3.77,2.44,0.44
838,29814,9.18,94.178786,47.061544,20.39,58.32,-493.14,1.3,0.769
839,29824,9.05,94.210573,44.706533,24.87,-255.73,-333.27,1.15,0.79
840,29882,6.68,94.39038199999999,35.149099,20.83,70.31,39.99,0.9,0.451
841,29974,8.41,94.656328,67.728463,21.0,-121.09,-31.86,1.39,0.78
842,30030,7.95,94.783547,-3.4388870000000002,20.1,10.65,-42.47,0.99,0.5870000000000001
843,30034,9.13,94.803741,-58.054421,21.97,14.13,45.21,0.82,0.861
844,30060,4.44,94.905795,59.01090500000001,21.88,-3.51,24.43,0.95,0.032
845,30220,9.09,95.36539599999999,17.295087,24.89,10.55,-189.3,1.61,0.914
846,30232,7.73,95.40574000000001,-18.166446,22.64,-45.96,-98.94,0.94,0.619
847,30243,7.63,95.431407,-0.538747,24.33,-3.61,-156.66,0.92,0.6859999999999999
848,30258,8.98,95.48312800000001,-78.71745,21.14,-31.31,146.56,0.73,0.7929999999999999
849,30486,7.59,96.12832,38.569394,22.29,88.26,-91.9,1.05,0.629
850,30513,7.03,96.209174,4.872085,20.58,-38.45,-37.71,0.94,0.508
851,30544,8.81,96.31809,-34.378388,20.25,-66.95,-21.89,0.91,0.716
852,30706,6.48,96.78160799999999,-37.895616,20.09,-1.38,44.75,0.61,0.39399999999999996
853,30729,8.41,96.83614200000001,-33.113847,22.18,-14.56,-69.99,0.8,0.708
854,30733,8.36,96.85044,-25.734784,22.53,-4.37,76.85,2.38,0.84
855,30860,7.89,97.190596,38.963093,20.43,-43.8,-53.45,0.98,0.74
856,30880,6.57,97.234706,26.967645,21.82,80.73,-77.54,1.03,0.5539999999999999
857,30890,7.61,97.26571899999999,17.74563,20.93,-123.0,-165.74,1.23,0.621
858,30944,9.97,97.416519,35.893184000000005,20.7,353.36,-381.96,1.7,0.971
859,120003,9.1,97.79010799999999,11.255857,20.03,1.84,-14.47,18.5,-0.039
860,31167,5.6,98.096374,-5.868718,23.13,-0.87,-41.78,0.76,0.256
861,31183,11.49,98.14789499999999,37.903394,22.18,-175.78,-186.85,3.18,1.18
862,31187,8.97,98.1547,-29.582593,23.52,-69.51,66.22,1.03,0.799
863,31332,9.54,98.549053,-10.957563,21.8,-114.17,270.77,2.39,0.929
864,31451,10.17,98.83908100000001,44.649161,22.98,-68.99,-186.84,1.69,1.3
865,31473,8.14,98.890227,76.866504,23.47,-38.24,-61.26,0.79,0.687
866,31509,6.36,98.975302,-36.088454999999996,24.83,-59.85,-73.04,0.56,0.486
867,31575,7.79,99.127635,72.009816,20.03,-45.16,-245.8,0.79,0.7
868,31581,9.42,99.139219,13.998215,20.36,-51.06,-324.21,1.69,0.879
869,31732,9.55,99.584875,60.240657999999996,20.09,92.76,-195.99,1.51,0.747
870,31821,8.44,99.798563,-26.571942,20.56,-34.27,27.38,2.07,0.769
871,31833,11.48,99.832964,-49.293554,21.21,105.92,294.17,2.99,
872,31931,10.35,100.095186,-82.38073100000001,20.94,-65.82,281.74,2.72,1.0859999999999999
873,31965,7.6,100.204336,51.979034999999996,23.57,-0.34,-291.68,0.96,0.672
874,32001,11.47,100.29311,61.13600600000001,23.86,-77.18,-209.27,3.54,
875,32104,5.2,100.601344,17.645514000000002,23.41,6.97,-86.87,2.44,0.063
876,32144,6.26,100.69199300000001,-22.448836,20.45,-54.07,100.9,1.11,0.321
877,32251,8.53,101.005987,-42.71506,20.04,-81.42,215.12,0.71,0.685
878,32270,11.61,101.058605,-0.9254379999999999,23.79,-209.49,15.3,3.13,1.348
879,32329,7.2,101.2286,20.860622,21.77,93.72,12.86,1.07,0.562
880,32382,7.47,101.37025799999999,44.233847,22.09,143.37,-189.41,0.86,0.614
881,32414,11.13,101.503433,-66.408017,21.48,177.68,-72.87,5.64,
882,32609,5.54,102.05096800000001,55.70445,21.26,57.71,-104.75,1.32,
883,32617,5.75,102.079533,-1.3188389999999999,24.95,-37.74,-34.33,0.75,0.292
884,32644,7.02,102.149098,-4.075709,22.44,-48.94,-81.11,2.23,0.5529999999999999
885,32673,8.07,102.22470600000001,37.505301,23.06,-112.0,-62.29,1.23,0.677
886,32702,7.3,102.33901999999999,43.75923,22.41,-35.12,-48.59,0.87,0.546
887,32728,8.96,102.408803,36.441796000000004,22.39,192.46,-139.36,1.39,0.657
888,32916,8.1,102.877039,40.868055,24.55,34.96,-122.85,1.14,0.7290000000000001
889,32933,9.61,102.91820799999999,5.754997,22.01,-235.89,-117.62,2.07,0.977
890,32945,9.75,102.940005,69.041255,20.14,-16.95,-207.24,1.74,1.088
891,32970,7.21,103.008637,-33.915727000000004,21.16,-69.02,68.52,0.68,0.614
892,33241,10.58,103.73761800000001,12.159011,20.63,-77.27,-373.88,2.39,1.2590000000000001
893,33383,9.09,104.143434,28.965754999999998,23.46,-24.81,-11.41,27.04,0.408
894,33390,12.35,104.155936,-59.184368000000006,22.34,-138.49,449.98,5.05,1.5
895,33451,6.23,104.323388,-35.507201,23.15,-40.38,19.58,0.56,0.465
896,33497,7.62,104.44345,22.892896,23.74,-141.52,-141.43,1.13,0.5579999999999999
897,33595,6.2,104.697982,26.080851000000003,21.1,-162.14,94.1,0.9,0.52
898,33654,10.01,104.87258100000001,-17.255129,22.78,-263.9,181.07,1.76,1.054
899,33671,7.78,104.93081799999999,-29.707511,21.26,0.6,-124.13,0.74,0.5329999999999999
900,33799,7.66,105.268821,-21.96479,23.06,-11.09,54.25,0.96,0.534
901,33932,8.31,105.619024,79.164602,20.88,-6.56,-80.72,0.85,0.627
902,33933,10.51,105.62036200000001,-14.676319,23.39,113.34,-298.22,4.48,1.186
903,34025,9.58,105.89186299999999,39.676142999999996,21.3,-142.38,-107.76,2.8,1.023
904,34095,9.08,106.043628,5.212927,22.46,-50.82,10.33,1.32,0.8059999999999999
905,34269,10.54,106.557741,-47.586831,21.26,134.6,-145.36,1.26,1.161
906,34271,8.25,106.570251,22.683678,22.77,-89.12,-77.67,1.03,0.7020000000000001
907,34407,7.8,107.00113700000001,15.529098000000001,21.96,-51.42,-206.54,1.05,0.56
908,34426,7.7,107.05006499999999,15.521364000000002,22.23,-56.97,-212.48,1.04,0.53
909,34473,5.68,107.176423,-70.49734000000001,22.16,17.17,104.08,4.14,0.436
910,34481,3.78,107.186769,-70.49919399999999,23.02,23.71,108.06,0.69,1.006
911,34511,8.0,107.271051,15.422285999999998,22.78,-158.51,-287.86,1.1,0.631
912,34540,7.77,107.342304,16.549844,21.57,-133.05,-138.97,1.19,0.5589999999999999
913,34608,6.43,107.52828400000001,21.248135,21.67,-174.67,-473.14,0.82,0.88
914,34617,6.23,107.538987,-18.685597,20.08,11.68,-16.71,1.1,0.419
915,34698,10.2,107.806306,-58.01675600000001,23.63,-308.22,165.4,1.1,1.17
916,34700,8.01,107.811656,32.615033000000004,21.86,-110.82,-5.71,1.1,0.573
917,34714,7.16,107.83150400000001,33.111883,21.82,-111.55,-8.0,1.02,0.431
918,34782,6.1,108.01716299999998,-30.821421,21.02,-43.6,23.11,0.61,0.273
919,34805,7.33,108.07219199999999,-67.782253,21.62,198.51,-202.94,0.54,0.737
920,34860,6.46,108.20449199999999,27.22506,22.65,13.25,-97.78,2.03,0.502
921,35071,11.49,108.78609399999999,15.929566000000001,21.84,211.8,-172.32,3.27,0.94
922,35145,8.5,108.976772,43.562016,22.07,0.04,-66.09,1.32,0.7440000000000001
923,35209,7.34,109.15163899999999,1.8790490000000002,24.32,60.05,-115.68,0.97,0.609
924,35310,6.72,109.41048899999998,9.292361999999999,22.85,4.44,-114.02,1.79,0.565
925,35359,7.52,109.55123600000002,-51.050098,20.17,25.95,-152.15,0.6,0.556
926,35437,7.17,109.735395,-45.297536,21.28,-237.8,112.01,0.58,0.519
927,35487,5.7,109.867006,-16.394913,22.71,165.37,-136.41,0.8,0.34600000000000003
928,35706,10.11,110.50825800000001,68.27404,21.75,41.14,122.83,1.91,1.14
929,35718,8.73,110.541299,-1.863348,22.06,-369.14,256.15,1.14,0.774
930,35750,9.37,110.61085600000001,8.902775,22.4,184.88,-315.51,1.61,0.897
931,35803,6.78,110.769287,18.273514000000002,22.68,-36.66,-42.0,1.09,0.455
932,35846,5.04,110.868976,25.0506,21.17,-66.59,-28.44,0.91,0.902
933,35873,9.46,110.94856200000001,10.70606,23.12,8.37,-7.58,8.74,0.9690000000000001
934,35900,10.31,111.010713,67.35352900000001,22.16,35.91,-169.49,1.67,0.951
935,35910,6.58,111.039515,-58.49228299999999,20.61,-87.79,137.52,0.53,0.71
936,35985,9.48,111.23817199999999,-38.351676,20.44,-3.56,-119.3,1.25,0.888
937,35989,9.16,111.248005,46.100367999999996,20.44,-289.37,-310.08,1.46,0.8140000000000001
938,35992,9.65,111.249978,-38.34941,20.73,-3.0,-118.82,1.5,0.9440000000000001
939,36014,7.69,111.32538600000001,56.569301,24.06,-56.05,-58.55,1.02,0.603
940,36081,6.88,111.51521100000001,-15.665664999999999,23.59,-64.75,-103.65,0.9,0.62
941,36129,8.64,111.630569,60.546634999999995,24.63,-145.92,-476.26,1.12,0.845
942,36272,8.96,112.018199,30.322781,21.41,-20.56,-154.23,1.33,0.894
943,36277,10.53,112.025655,76.122282,21.32,193.56,-333.17,1.61,0.848
944,36290,8.8,112.050096,9.498851,23.15,-68.61,-269.43,1.26,0.76
945,36294,7.93,112.066974,46.286281,20.2,-26.6,-75.96,1.04,0.599
946,36310,8.15,112.10763,4.153282,21.33,-148.47,-38.69,1.19,0.775
947,36319,9.26,112.139573,19.653647,23.47,115.56,-248.57,1.64,0.77
948,36393,5.07,112.335264,28.118403999999998,20.0,-33.3,-52.91,0.97,0.12
949,36481,7.07,112.59732,19.814232999999998,24.21,58.5,-127.99,1.12,0.604
950,36485,7.16,112.60938200000001,13.865008,20.92,-43.0,-21.23,1.21,0.505
951,36491,8.48,112.620829,18.962344,20.0,29.21,-436.67,1.66,0.5379999999999999
952,36497,7.95,112.633443,13.844479000000002,20.02,-32.87,-30.46,0.98,0.586
953,36509,7.11,112.665028,27.908838,21.42,-46.48,-42.15,1.05,0.465
954,36622,8.78,112.966807,-61.692229000000005,20.26,57.9,16.18,0.77,0.722
955,36723,5.59,113.298647,3.290275,23.44,-15.73,42.84,0.77,0.321
956,36731,8.32,113.3182,-22.300918,22.34,46.84,-247.05,1.22,0.6709999999999999
957,36836,6.71,113.62048999999999,-13.870404999999998,21.8,-35.1,94.51,0.86,0.488
958,36866,8.79,113.685181,-66.644068,22.27,-37.84,230.54,0.77,0.853
959,36893,6.97,113.780877,48.680756,20.29,4.14,46.62,0.94,0.354
960,37031,5.89,114.144875,5.862104,22.92,-108.76,27.66,0.89,0.602
961,37162,9.64,114.553595,43.573646999999994,23.45,-116.33,-150.38,2.24,0.966
962,37165,6.37,114.559845,24.360393,21.27,10.84,19.9,0.83,0.337
963,37246,10.84,114.74622,19.217689,21.66,52.9,-197.64,2.57,1.5959999999999999
964,37265,4.89,114.79148500000001,34.584633000000004,20.62,-35.97,-118.03,0.96,0.413
965,37267,10.92,114.793545,29.909427,20.47,-168.89,-201.67,2.17,1.2770000000000001
966,37283,6.89,114.840337,50.528686,21.54,-79.58,-61.14,0.89,0.473
967,37412,9.95,115.213835,19.589647,24.02,-351.89,-158.16,1.58,1.14
968,37447,3.94,115.311986,-9.551083,22.61,-74.8,-19.64,0.8,1.022
969,37504,3.93,115.45498300000001,-72.606135,24.36,33.38,15.29,0.48,1.033
970,37528,11.06,115.53795,-18.829059,22.01,276.56,-229.39,2.3,1.252
971,37551,10.25,115.60234299999999,42.939848,24.42,-177.76,-90.92,2.31,1.061
972,37710,5.8,116.04059699999999,-36.062713,22.99,-79.39,85.83,0.51,0.32
973,37732,7.72,116.082348,-5.0554120000000005,21.33,-31.63,192.75,1.11,0.612
974,37735,8.79,116.086031,-69.511239,20.33,2.5,95.17,1.42,0.9
975,37740,3.57,116.111952,24.398129,22.73,-22.45,-56.24,0.83,0.932
976,37781,8.39,116.196451,-33.732009999999995,21.34,-64.08,103.25,2.03,0.7929999999999999
977,38021,7.08,116.885726,9.632189,23.8,-42.57,152.51,1.03,0.5760000000000001
978,38126,10.02,117.19484399999999,36.671613,24.16,-155.67,-155.25,2.01,1.15
979,38129,7.14,117.205802,-38.203962,23.61,-125.36,-43.6,0.63,0.489
980,38134,7.93,117.22276299999999,-24.972838,20.14,152.49,-239.09,1.09,0.546
981,38172,7.09,117.32888200000001,24.488776,23.22,-124.09,-20.88,0.93,0.488
982,38225,7.88,117.47528,86.365602,21.19,-68.7,-133.95,0.67,0.601
983,38236,10.93,117.498819,-34.495906,23.8,-145.38,-19.21,1.51,1.686
984,38250,9.26,117.534148,-39.081163000000004,20.54,-79.37,153.61,0.97,0.815
985,38374,8.58,117.925179,9.386511,20.06,-76.52,-188.73,1.27,0.726
986,38474,5.76,118.199463,-5.428187,24.45,-21.36,-28.8,0.95,0.41200000000000003
987,38646,9.36,118.700299,-49.836844,20.74,-102.36,256.69,1.06,0.838
988,38747,8.37,118.99256100000001,-9.797144,20.69,21.01,-25.39,1.15,0.6709999999999999
989,38862,8.0,119.30313400000001,-14.59154,21.75,-252.13,201.37,1.0,0.63
990,39221,5.78,120.336448,59.047318000000004,22.94,25.3,32.64,0.78,0.42100000000000004
991,39298,8.06,120.52266399999999,-12.80408,23.24,-127.69,-223.46,1.05,0.721
992,39325,7.61,120.608474,4.152327,23.79,64.4,-105.3,1.62,0.7090000000000001
993,39391,8.68,120.795588,-54.014217,20.9,-1.41,-86.53,0.82,0.728
994,39400,8.73,120.824626,37.370243,20.4,-38.86,22.4,1.2,0.672
995,39418,6.74,120.87003700000001,12.181442,23.18,-126.25,-57.91,0.98,0.5710000000000001
996,39436,11.28,120.92031000000001,-24.476477,22.23,-41.43,51.05,3.16,1.639
997,39470,10.9,121.007818,-35.275981,23.03,9.39,-82.17,1.51,1.0170000000000001
998,39528,8.43,121.178227,24.330147,22.65,-34.16,37.02,1.17,0.727
999,39720,7.3,121.78659499999999,-36.381657000000004,21.26,-37.13,100.37,0.67,0.5479999999999999
1000,39721,9.7,121.78788300000001,7.383724000000001,24.85,1.37,-141.66,3.92,1.2109999999999999
1001,39804,7.27,122.00839599999999,-13.508033,20.32,-25.5,-26.71,0.97,0.541
1002,39822,8.18,122.04579199999999,71.92551999999999,21.15,-237.91,-448.36,0.93,0.621
1003,39821,10.73,122.046006,9.173815,21.52,-240.51,111.07,2.87,1.6159999999999999
1004,39887,8.86,122.205582,-76.63769599999999,20.52,100.73,-129.45,1.49,0.98
1005,39908,7.62,122.26171200000002,-20.499420999999998,21.52,9.18,-97.38,0.89,0.555
1006,40001,6.65,122.54718600000001,35.455562,20.17,220.16,-236.55,0.97,0.5379999999999999
1007,40023,5.73,122.61345,25.50818,23.82,-71.82,-348.06,0.74,0.825
1008,40072,8.83,122.79078999999999,-46.297365,24.98,-124.72,-11.84,1.0,0.862
1009,40089,11.29,122.83554,47.581331,24.3,-178.44,-37.57,3.95,1.38
1010,40093,6.61,122.84054499999999,38.731499,21.97,-107.58,-76.02,0.8,0.593
1011,40174,8.19,123.06700900000001,-40.503091,23.78,-146.62,127.3,0.76,0.619
1012,40227,9.39,123.236379,-40.539126,20.98,193.97,-151.65,1.08,0.82
1013,40298,8.42,123.43991000000001,63.10368100000001,24.51,142.98,113.4,1.04,0.6759999999999999
1014,40420,11.01,123.783473,15.040455,22.77,-45.31,-228.52,2.3,
1015,40449,9.62,123.880126,9.978155000000001,20.66,-33.78,-145.26,1.62,1.014
1016,40465,9.25,123.938151,-10.448336999999999,23.07,-63.36,-48.42,1.59,0.965
1017,40613,7.74,124.372638,-3.988549,20.46,-145.07,-438.72,1.16,0.584
1018,40663,8.8,124.507427,-4.018948,21.83,-200.35,-37.25,1.58,0.826
